OrderID,Date,Region,Category,Product,CustomerSegment,Channel,UnitsSold,UnitPrice,DiscountPct,MarketingSpend,Sales,MarketingSpend_Missing,DayOfWeek,IsWeekend
100017,2024-01-02,North,Beauty,Lipstick Set,New,Marketplace,5,29.54,0.0,31.68,147.7,0,Tuesday,False
100018,2024-01-02,South,Beauty,Moisturizer,Loyalty,Online,5,19.39,0.0,35.56,96.95,0,Tuesday,False
100019,2024-01-02,West,Beauty,Moisturizer,New,Marketplace,2,26.38,0.1,33.78,47.48,0,Tuesday,False
100020,2024-01-03,West,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,1,144.66,0.1,42.82,130.19,0,Wednesday,False
100021,2024-01-03,South,Electronics,Power Bank,Loyalty,Marketplace,4,21.3,0.15,30.32,72.42,0,Wednesday,False
100022,2024-01-03,North,Home & Kitchen,Air Fryer,Returning,Online,2,75.33,0.2,8.8,120.53,0,Wednesday,False
100023,2024-01-03,North,Home & Kitchen,Air Fryer,New,Online,3,84.47,0.0,28.42,253.41,0,Wednesday,False
100024,2024-01-03,North,Apparel,Running Shoes,New,Online,5,80.51,0.0,17.5,402.55,0,Wednesday,False
100025,2024-01-03,East,Apparel,Backpack,Loyalty,Online,3,49.93,0.0,38.43,149.79,0,Wednesday,False
100026,2024-01-03,North,Beauty,Moisturizer,Returning,Online,3,24.93,0.0,49.02,74.79,0,Wednesday,False
100027,2024-01-03,North,Electronics,Wireless Earbuds,New,Online,3,44.69,0.0,27.84,134.07,0,Wednesday,False
100028,2024-01-04,North,Apparel,Running Shoes,Loyalty,Marketplace,5,72.44,0.0,19.84,362.2,0,Thursday,False
100029,2024-01-04,North,Apparel,Jacket,New,In-Store,3,101.45,0.0,27.13,304.35,0,Thursday,False
100030,2024-01-04,North,Home & Kitchen,Coffee Maker,New,Online,3,60.69,0.1,10.79,163.86,0,Thursday,False
100031,2024-01-04,East,Beauty,Shampoo,New,Online,3,11.35,0.0,36.3,34.05,0,Thursday,False
100032,2024-01-04,West,Beauty,Shampoo,New,In-Store,3,13.25,0.0,48.13,39.75,0,Thursday,False
100033,2024-01-04,West,Electronics,Power Bank,Returning,Online,1,28.59,0.0,11.99,28.59,0,Thursday,False
100034,2024-01-04,North,Electronics,Power Bank,Loyalty,In-Store,5,28.02,0.0,20.98,140.1,0,Thursday,False
100035,2024-01-04,North,Beauty,Lipstick Set,Returning,Online,4,29.77,0.0,2.04,119.08,0,Thursday,False
100036,2024-01-04,West,Beauty,Face Serum,Returning,Online,5,32.27,0.0,19.93,161.35,0,Thursday,False
100037,2024-01-04,East,Electronics,Power Bank,New,Online,2,24.87,0.15,25.05,42.28,0,Thursday,False
100038,2024-01-04,South,Electronics,Power Bank,Returning,Marketplace,2,22.58,0.15,28.77,38.39,0,Thursday,False
100039,2024-01-04,South,Beauty,Face Serum,Returning,Online,5,26.48,0.0,41.02,132.4,0,Thursday,False
100040,2024-01-05,East,Apparel,T-Shirt,Returning,Online,2,19.38,0.0,31.45,38.76,0,Friday,False
100041,2024-01-05,West,Beauty,Face Serum,Loyalty,Online,2,33.89,0.0,28.43,67.78,0,Friday,False
100042,2024-01-05,East,Apparel,Backpack,New,Online,5,51.91,0.0,11.91,259.55,0,Friday,False
100043,2024-01-05,South,Electronics,Smartphone Case,Returning,Online,5,12.75,0.15,19.46,54.19,0,Friday,False
100044,2024-01-05,North,Electronics,Bluetooth Speaker,New,Online,4,72.31,0.0,14.66,289.24,0,Friday,False
100045,2024-01-06,East,Apparel,Backpack,Returning,Online,2,52.66,0.2,49.8,84.26,0,Saturday,True
100046,2024-01-06,North,Apparel,Jacket,Returning,In-Store,4,103.4,0.15,41.92,351.56,0,Saturday,True
100047,2024-01-06,South,Beauty,Shampoo,New,Marketplace,2,11.07,0.0,4.24,22.14,0,Saturday,True
100048,2024-01-06,West,Beauty,Face Serum,New,Marketplace,1,31.49,0.0,24.08,31.49,0,Saturday,True
100049,2024-01-06,South,Apparel,Jacket,New,Online,3,85.33,0.0,20.26,255.99,0,Saturday,True
100050,2024-01-06,East,Beauty,Moisturizer,Returning,Marketplace,1,20.79,0.0,23.89,20.79,0,Saturday,True
100051,2024-01-06,North,Electronics,Smartphone Case,Returning,Marketplace,5,17.13,0.2,2.16,68.52,0,Saturday,True
100052,2024-01-06,West,Home & Kitchen,Air Fryer,Loyalty,Online,3,89.83,0.0,10.84,269.49,0,Saturday,True
100053,2024-01-06,North,Electronics,Wireless Earbuds,Returning,Online,1,50.04,0.15,47.94,42.53,0,Saturday,True
100054,2024-01-07,North,Electronics,Power Bank,New,In-Store,2,26.46,0.0,13.0,52.92,0,Sunday,True
100055,2024-01-07,South,Apparel,T-Shirt,New,Online,5,17.21,0.0,8.13,86.05,0,Sunday,True
100056,2024-01-07,West,Electronics,Smartphone Case,Loyalty,In-Store,1,17.85,0.15,0.0,121.36,1,Sunday,True
100057,2024-01-07,North,Electronics,Smartphone Case,Loyalty,Marketplace,1,16.39,0.0,37.48,16.39,0,Sunday,True
100058,2024-01-08,North,Apparel,Running Shoes,Returning,Online,5,77.02,0.1,47.24,346.59,0,Monday,False
100059,2024-01-08,West,Electronics,Wireless Earbuds,Returning,Online,3,51.87,0.0,10.36,155.61,0,Monday,False
100060,2024-01-08,West,Beauty,Moisturizer,New,Online,2,20.9,0.1,15.39,37.62,0,Monday,False
100061,2024-01-08,West,Beauty,Face Serum,New,In-Store,1,34.04,0.0,1.44,34.04,0,Monday,False
100062,2024-01-08,East,Electronics,Smartphone Case,Returning,Online,4,15.04,0.0,27.74,60.16,0,Monday,False
100063,2024-01-09,North,Home & Kitchen,Air Fryer,New,Online,3,89.06,0.0,3.79,267.18,0,Tuesday,False
100064,2024-01-09,North,Apparel,Backpack,New,Online,4,53.59,0.15,23.7,182.21,0,Tuesday,False
100065,2024-01-09,East,Home & Kitchen,Air Fryer,New,Online,5,75.76,0.0,17.38,378.8,0,Tuesday,False
100066,2024-01-09,North,Home & Kitchen,Air Fryer,Returning,Online,2,86.35,0.0,4.61,172.7,0,Tuesday,False
100067,2024-01-09,South,Home & Kitchen,Blender,Returning,Online,5,34.53,0.0,43.42,172.65,0,Tuesday,False
100068,2024-01-09,North,Apparel,T-Shirt,Loyalty,Online,2,22.21,0.0,3.12,44.42,0,Tuesday,False
100069,2024-01-09,North,Apparel,Jacket,Returning,Marketplace,3,106.91,0.0,5.36,320.73,0,Tuesday,False
100070,2024-01-09,South,Apparel,Jacket,New,Online,5,82.05,0.1,4.46,369.22,0,Tuesday,False
100071,2024-01-09,South,Electronics,Wireless Earbuds,New,Online,2,37.89,0.1,24.92,68.2,0,Tuesday,False
100072,2024-01-09,North,Apparel,Running Shoes,Returning,In-Store,1,69.27,0.0,44.98,69.27,0,Tuesday,False
100073,2024-01-09,East,Apparel,Backpack,Returning,Online,1,52.67,0.0,5.09,52.67,0,Tuesday,False
100074,2024-01-09,North,Apparel,Backpack,New,Online,1,55.13,0.0,49.12,55.13,0,Tuesday,False
100075,2024-01-10,North,Beauty,Face Serum,New,Online,3,31.63,0.0,36.81,94.89,0,Wednesday,False
100076,2024-01-10,South,Electronics,Smartphone Case,Returning,Online,3,13.37,0.0,18.46,40.11,0,Wednesday,False
100077,2024-01-10,South,Electronics,Bluetooth Speaker,Returning,Online,2,55.29,0.0,6.94,110.58,0,Wednesday,False
100078,2024-01-10,North,Electronics,Bluetooth Speaker,Returning,In-Store,3,67.9,0.1,48.25,183.33,0,Wednesday,False
100079,2024-01-10,North,Beauty,Lipstick Set,Loyalty,Online,3,27.22,0.15,36.08,69.41,0,Wednesday,False
100080,2024-01-10,North,Electronics,Power Bank,Loyalty,In-Store,4,27.06,0.1,33.26,97.42,0,Wednesday,False
100081,2024-01-10,South,Beauty,Face Serum,Loyalty,Online,3,26.57,0.0,0.0,79.71,1,Wednesday,False
100082,2024-01-10,South,Electronics,Wireless Earbuds,New,Online,2,42.31,0.0,5.84,84.62,0,Wednesday,False
100084,2024-01-10,East,Electronics,Smartphone Case,Returning,In-Store,3,16.13,0.15,17.1,41.13,0,Wednesday,False
100085,2024-01-11,East,Home & Kitchen,Blender,Returning,In-Store,4,40.8,0.0,29.95,163.2,0,Thursday,False
100086,2024-01-11,West,Home & Kitchen,Coffee Maker,New,Online,2,63.82,0.0,0.91,127.64,0,Thursday,False
100087,2024-01-11,West,Beauty,Moisturizer,Returning,In-Store,5,28.64,0.0,7.63,143.2,0,Thursday,False
100088,2024-01-11,East,Home & Kitchen,Air Fryer,Returning,In-Store,1,79.64,0.0,49.24,79.64,0,Thursday,False
100089,2024-01-11,West,Home & Kitchen,Blender,Loyalty,Marketplace,3,47.8,0.0,19.95,143.4,0,Thursday,False
100090,2024-01-11,North,Electronics,Smartphone Case,Loyalty,Online,1,16.33,0.15,46.15,13.88,0,Thursday,False
100091,2024-01-11,South,Apparel,Running Shoes,Loyalty,In-Store,3,60.02,0.0,7.04,180.06,0,Thursday,False
100092,2024-01-12,East,Apparel,T-Shirt,Loyalty,Online,4,18.66,0.0,15.5,74.64,0,Friday,False
100093,2024-01-12,South,Apparel,Jacket,Returning,Online,5,81.6,0.0,18.89,408.0,0,Friday,False
100094,2024-01-12,West,Apparel,Running Shoes,New,In-Store,2,69.83,0.0,27.98,139.66,0,Friday,False
100095,2024-01-12,North,Electronics,Power Bank,Loyalty,Marketplace,2,29.0,0.0,32.2,58.0,0,Friday,False
100097,2024-01-12,South,Beauty,Shampoo,New,In-Store,3,9.63,0.0,11.91,28.89,0,Friday,False
100098,2024-01-12,North,Beauty,Moisturizer,Returning,Marketplace,3,23.87,0.0,4.35,71.61,0,Friday,False
100099,2024-01-13,West,Beauty,Face Serum,Loyalty,In-Store,2,32.68,0.15,40.87,55.56,0,Saturday,True
100100,2024-01-13,South,Home & Kitchen,Blender,New,In-Store,4,35.14,0.1,18.14,126.5,0,Saturday,True
100101,2024-01-13,West,Apparel,Backpack,Loyalty,In-Store,1,60.42,0.15,24.37,51.36,0,Saturday,True
100102,2024-01-13,West,Beauty,Moisturizer,Returning,Online,1,28.03,0.0,6.97,28.03,0,Saturday,True
100103,2024-01-13,West,Beauty,Shampoo,Returning,Online,5,14.26,0.0,45.71,71.3,0,Saturday,True
100104,2024-01-13,North,Beauty,Face Serum,New,In-Store,1,35.99,0.0,7.0,35.99,0,Saturday,True
100105,2024-01-13,North,Apparel,Running Shoes,Returning,Online,5,76.92,0.0,8.77,384.6,0,Saturday,True
100106,2024-01-13,West,Home & Kitchen,Air Fryer,New,Online,2,94.38,0.0,30.16,188.76,0,Saturday,True
100107,2024-01-13,North,Electronics,Bluetooth Speaker,New,Online,1,63.61,0.0,30.52,63.61,0,Saturday,True
100108,2024-01-13,West,Apparel,Jacket,Loyalty,Online,1,105.04,0.0,42.08,105.04,0,Saturday,True
100109,2024-01-13,West,Apparel,T-Shirt,New,In-Store,2,21.02,0.0,3.76,42.04,0,Saturday,True
100110,2024-01-13,East,Electronics,Wireless Earbuds,Returning,Online,3,46.12,0.0,13.61,138.36,0,Saturday,True
100111,2024-01-14,North,Apparel,T-Shirt,New,Marketplace,1,22.59,0.0,27.1,22.59,0,Sunday,True
100112,2024-01-14,West,Beauty,Lipstick Set,Loyalty,In-Store,1,29.13,0.0,2.58,29.13,0,Sunday,True
100113,2024-01-14,East,Beauty,Shampoo,Returning,Marketplace,2,12.44,0.0,45.77,24.88,0,Sunday,True
100114,2024-01-14,North,Electronics,Bluetooth Speaker,New,Marketplace,2,70.48,0.0,2.74,140.96,0,Sunday,True
100115,2024-01-14,South,Apparel,Running Shoes,Returning,In-Store,3,61.87,0.0,24.05,185.61,0,Sunday,True
100116,2024-01-14,West,Apparel,Backpack,Returning,Online,1,63.37,0.0,26.01,63.37,0,Sunday,True
100117,2024-01-14,South,Beauty,Shampoo,Returning,Online,2,11.06,0.0,43.74,22.12,0,Sunday,True
100118,2024-01-14,South,Beauty,Moisturizer,Returning,Marketplace,4,19.78,0.0,13.58,79.12,0,Sunday,True
100119,2024-01-14,South,Home & Kitchen,Air Fryer,New,Online,1,70.0,0.0,5.52,70.0,0,Sunday,True
100120,2024-01-14,South,Home & Kitchen,Coffee Maker,New,Online,1,50.64,0.0,5.47,50.64,0,Sunday,True
100121,2024-01-14,South,Beauty,Moisturizer,Loyalty,In-Store,5,19.55,0.0,20.88,97.75,0,Sunday,True
100122,2024-01-15,North,Electronics,Smartphone Case,Returning,Online,5,15.47,0.0,29.86,77.35,0,Monday,False
100123,2024-01-15,South,Apparel,Running Shoes,Returning,Online,1,64.8,0.0,40.79,64.8,0,Monday,False
100124,2024-01-15,North,Beauty,Face Serum,Returning,In-Store,5,31.99,0.15,47.78,135.96,0,Monday,False
100125,2024-01-15,West,Electronics,Bluetooth Speaker,Returning,In-Store,3,67.66,0.0,12.63,202.98,0,Monday,False
100126,2024-01-15,North,Apparel,T-Shirt,New,Online,5,22.76,0.0,42.56,113.8,0,Monday,False
100127,2024-01-15,South,Beauty,Shampoo,Returning,Marketplace,2,10.23,0.0,43.22,20.46,0,Monday,False
100128,2024-01-15,East,Beauty,Lipstick Set,Loyalty,Online,3,25.51,0.1,34.87,68.88,0,Monday,False
100129,2024-01-15,East,Apparel,Jacket,Returning,Online,3,93.22,0.2,23.27,223.73,0,Monday,False
100130,2024-01-15,West,Home & Kitchen,Coffee Maker,Loyalty,Online,2,64.57,0.0,0.32,129.14,0,Monday,False
100131,2024-01-15,North,Home & Kitchen,Blender,Loyalty,In-Store,2,44.88,0.0,27.0,89.76,0,Monday,False
100132,2024-01-15,East,Home & Kitchen,Blender,Returning,Online,2,42.42,0.15,5.13,72.11,0,Monday,False
100133,2024-01-15,West,Beauty,Moisturizer,New,Online,1,23.48,0.1,35.43,21.13,0,Monday,False
100134,2024-01-16,South,Electronics,Bluetooth Speaker,Loyalty,Online,3,53.69,0.15,5.11,136.91,0,Tuesday,False
100135,2024-01-16,West,Apparel,Jacket,Loyalty,Online,2,97.16,0.1,11.5,174.89,0,Tuesday,False
100136,2024-01-16,North,Apparel,T-Shirt,Loyalty,Online,5,21.87,0.0,19.88,109.35,0,Tuesday,False
100137,2024-01-16,North,Apparel,Jacket,Returning,Marketplace,2,102.13,0.0,1.56,204.26,0,Tuesday,False
100138,2024-01-16,East,Beauty,Shampoo,Loyalty,Online,4,12.16,0.1,38.55,43.78,0,Tuesday,False
100139,2024-01-16,West,Beauty,Lipstick Set,Returning,Online,5,28.42,0.15,48.38,120.79,0,Tuesday,False
100140,2024-01-16,North,Apparel,T-Shirt,New,In-Store,4,22.4,0.0,8.04,89.6,0,Tuesday,False
100141,2024-01-16,East,Electronics,Wireless Earbuds,Returning,Online,5,41.45,0.0,23.23,207.25,0,Tuesday,False
100142,2024-01-17,South,Beauty,Moisturizer,New,In-Store,2,20.01,0.0,17.53,40.02,0,Wednesday,False
100143,2024-01-17,North,Beauty,Shampoo,New,Online,2,11.85,0.0,40.03,23.7,0,Wednesday,False
100144,2024-01-17,North,Apparel,Backpack,New,In-Store,3,55.58,0.0,30.65,166.74,0,Wednesday,False
100145,2024-01-17,North,Beauty,Moisturizer,Loyalty,In-Store,4,25.27,0.0,40.74,101.08,0,Wednesday,False
100146,2024-01-17,North,Beauty,Moisturizer,Returning,Marketplace,2,23.5,0.0,21.93,47.0,0,Wednesday,False
100147,2024-01-17,East,Beauty,Lipstick Set,Returning,Online,3,24.97,0.0,48.79,74.91,0,Wednesday,False
100148,2024-01-17,South,Beauty,Face Serum,Returning,In-Store,3,25.23,0.0,24.66,75.69,0,Wednesday,False
100149,2024-01-17,North,Apparel,Jacket,New,Online,1,104.93,0.1,8.71,94.44,0,Wednesday,False
100150,2024-01-17,West,Home & Kitchen,Air Fryer,Loyalty,In-Store,4,84.82,0.0,24.33,339.28,0,Wednesday,False
100152,2024-01-17,South,Home & Kitchen,Vacuum Cleaner,Loyalty,Online,2,110.67,0.0,11.88,221.34,0,Wednesday,False
100153,2024-01-17,West,Apparel,T-Shirt,Loyalty,Online,4,23.3,0.0,29.65,93.2,0,Wednesday,False
100154,2024-01-17,East,Beauty,Shampoo,New,In-Store,1,11.22,0.1,6.54,10.1,0,Wednesday,False
100155,2024-01-18,West,Electronics,Wireless Earbuds,New,In-Store,1,54.75,0.0,17.96,54.75,0,Thursday,False
100156,2024-01-18,South,Apparel,T-Shirt,New,Online,1,18.34,0.0,43.41,18.34,0,Thursday,False
100157,2024-01-18,North,Electronics,Power Bank,New,Online,5,28.09,0.15,1.97,119.38,0,Thursday,False
100158,2024-01-18,North,Home & Kitchen,Air Fryer,Loyalty,Online,1,95.55,0.0,23.99,95.55,0,Thursday,False
100159,2024-01-18,East,Home & Kitchen,Coffee Maker,New,Marketplace,3,57.12,0.0,33.34,171.36,0,Thursday,False
100160,2024-01-18,North,Beauty,Shampoo,New,In-Store,2,12.72,0.0,36.54,25.44,0,Thursday,False
100161,2024-01-19,North,Home & Kitchen,Vacuum Cleaner,Loyalty,In-Store,3,135.34,0.15,34.48,345.12,0,Friday,False
100162,2024-01-19,East,Apparel,Jacket,Returning,Online,5,81.67,0.0,30.25,408.35,0,Friday,False
100163,2024-01-19,South,Electronics,Wireless Earbuds,Loyalty,In-Store,5,42.41,0.0,36.92,212.05,0,Friday,False
100164,2024-01-19,West,Electronics,Smartphone Case,New,In-Store,2,17.87,0.0,40.89,35.74,0,Friday,False
100165,2024-01-19,North,Home & Kitchen,Blender,New,Online,4,45.4,0.0,28.17,181.6,0,Friday,False
100166,2024-01-19,South,Electronics,Wireless Earbuds,Returning,Online,3,43.83,0.0,23.17,131.49,0,Friday,False
100168,2024-01-20,North,Beauty,Lipstick Set,New,Online,2,27.75,0.1,21.54,49.95,0,Saturday,True
100169,2024-01-20,West,Electronics,Power Bank,Loyalty,In-Store,3,31.37,0.0,46.72,94.11,0,Saturday,True
100170,2024-01-20,South,Home & Kitchen,Coffee Maker,Returning,Online,4,50.79,0.0,29.05,203.16,0,Saturday,True
100171,2024-01-20,North,Home & Kitchen,Coffee Maker,New,Marketplace,2,61.13,0.0,9.06,122.26,0,Saturday,True
100172,2024-01-20,East,Home & Kitchen,Blender,Returning,In-Store,1,36.81,0.2,24.18,29.45,0,Saturday,True
100173,2024-01-20,West,Electronics,Power Bank,New,In-Store,3,29.38,0.0,31.9,88.14,0,Saturday,True
100174,2024-01-21,East,Apparel,Running Shoes,New,Online,2,69.04,0.0,39.03,138.08,0,Sunday,True
100175,2024-01-21,North,Apparel,Backpack,Returning,In-Store,2,57.07,0.1,7.49,102.73,0,Sunday,True
100176,2024-01-21,South,Electronics,Bluetooth Speaker,New,Marketplace,1,53.5,0.0,32.1,53.5,0,Sunday,True
100177,2024-01-21,East,Beauty,Lipstick Set,New,Online,5,24.84,0.0,7.09,124.2,0,Sunday,True
100178,2024-01-21,North,Apparel,T-Shirt,Returning,Online,5,23.07,0.2,6.42,92.28,0,Sunday,True
100179,2024-01-21,North,Home & Kitchen,Coffee Maker,Returning,Online,4,63.84,0.0,44.71,255.36,0,Sunday,True
100180,2024-01-21,North,Beauty,Face Serum,New,Online,4,35.04,0.0,3.5,140.16,0,Sunday,True
100181,2024-01-21,East,Beauty,Shampoo,Returning,In-Store,4,11.87,0.0,16.65,47.48,0,Sunday,True
100182,2024-01-21,East,Apparel,Backpack,Returning,In-Store,2,45.12,0.0,4.44,90.24,0,Sunday,True
100183,2024-01-21,West,Electronics,Bluetooth Speaker,Returning,Online,2,66.83,0.0,22.52,133.66,0,Sunday,True
100184,2024-01-22,North,Apparel,Backpack,New,Marketplace,4,52.06,0.0,4.38,208.24,0,Monday,False
100185,2024-01-22,West,Electronics,Wireless Earbuds,New,Online,2,49.45,0.0,25.78,98.9,0,Monday,False
100186,2024-01-22,West,Apparel,Jacket,Loyalty,Marketplace,2,90.48,0.0,31.4,180.96,0,Monday,False
100187,2024-01-22,East,Home & Kitchen,Coffee Maker,Returning,Online,4,55.08,0.1,16.13,198.29,0,Monday,False
100188,2024-01-22,North,Apparel,Running Shoes,New,Marketplace,2,81.18,0.0,43.1,162.36,0,Monday,False
100190,2024-01-22,West,Electronics,Wireless Earbuds,New,Online,4,53.06,0.0,15.59,212.24,0,Monday,False
100191,2024-01-22,South,Home & Kitchen,Air Fryer,New,In-Store,5,72.19,0.0,0.0,360.95,1,Monday,False
100192,2024-01-22,South,Apparel,Jacket,Returning,Online,1,81.6,0.2,11.96,65.28,0,Monday,False
100193,2024-01-22,North,Electronics,Power Bank,New,Online,4,27.04,0.0,31.66,108.16,0,Monday,False
100194,2024-01-22,North,Electronics,Bluetooth Speaker,New,Online,4,57.57,0.0,44.33,230.28,0,Monday,False
100195,2024-01-22,South,Electronics,Bluetooth Speaker,New,Online,5,56.52,0.0,48.19,282.6,0,Monday,False
100196,2024-01-22,North,Home & Kitchen,Blender,Returning,In-Store,5,42.8,0.0,10.76,214.0,0,Monday,False
100197,2024-01-23,South,Apparel,T-Shirt,Loyalty,Online,2,18.35,0.0,43.23,36.7,0,Tuesday,False
100199,2024-01-23,East,Electronics,Wireless Earbuds,Returning,Online,5,44.53,0.0,46.52,222.65,0,Tuesday,False
100200,2024-01-23,North,Beauty,Face Serum,Loyalty,Online,3,30.51,0.15,22.53,77.8,0,Tuesday,False
100201,2024-01-23,West,Electronics,Power Bank,Loyalty,Online,5,28.35,0.0,37.31,141.75,0,Tuesday,False
100202,2024-01-23,East,Apparel,Backpack,New,Online,4,47.99,0.0,17.49,191.96,0,Tuesday,False
100203,2024-01-24,North,Beauty,Moisturizer,Loyalty,Online,1,25.77,0.2,33.37,20.62,0,Wednesday,False
100204,2024-01-24,North,Beauty,Shampoo,New,Online,1,12.81,0.2,39.94,10.25,0,Wednesday,False
100205,2024-01-24,North,Beauty,Shampoo,Returning,In-Store,4,13.23,0.0,2.19,52.92,0,Wednesday,False
100206,2024-01-24,North,Home & Kitchen,Blender,New,Online,4,41.55,0.0,0.0,166.2,1,Wednesday,False
100207,2024-01-24,East,Apparel,Running Shoes,New,Marketplace,2,68.71,0.1,43.07,123.68,0,Wednesday,False
100208,2024-01-24,West,Electronics,Bluetooth Speaker,New,In-Store,5,64.54,0.0,16.0,322.7,0,Wednesday,False
100209,2024-01-24,East,Electronics,Smartphone Case,Returning,In-Store,2,15.18,0.0,36.3,30.36,0,Wednesday,False
100210,2024-01-25,South,Beauty,Moisturizer,New,In-Store,1,18.95,0.15,32.88,16.11,0,Thursday,False
100211,2024-01-25,South,Electronics,Power Bank,Loyalty,In-Store,2,21.8,0.0,39.19,43.6,0,Thursday,False
100212,2024-01-25,East,Home & Kitchen,Coffee Maker,Returning,Online,1,57.13,0.1,42.1,51.42,0,Thursday,False
100213,2024-01-25,South,Apparel,T-Shirt,New,Online,4,19.01,0.0,44.31,76.04,0,Thursday,False
100214,2024-01-25,East,Electronics,Smartphone Case,Returning,In-Store,5,14.69,0.0,43.71,73.45,0,Thursday,False
100215,2024-01-25,South,Apparel,Backpack,New,Online,4,42.34,0.0,30.17,169.36,0,Thursday,False
100216,2024-01-25,East,Home & Kitchen,Blender,New,Marketplace,1,38.02,0.0,37.3,38.02,0,Thursday,False
100217,2024-01-25,West,Electronics,Bluetooth Speaker,Loyalty,Online,5,70.33,0.0,16.41,351.65,0,Thursday,False
100218,2024-01-25,South,Home & Kitchen,Blender,New,In-Store,3,37.39,0.0,8.67,112.17,0,Thursday,False
100219,2024-01-25,East,Beauty,Moisturizer,New,In-Store,4,22.97,0.0,28.59,91.88,0,Thursday,False
100220,2024-01-25,East,Electronics,Power Bank,New,Online,5,25.9,0.0,34.88,129.5,0,Thursday,False
100221,2024-01-25,West,Apparel,T-Shirt,New,Marketplace,2,24.93,0.15,42.1,42.38,0,Thursday,False
100222,2024-01-25,North,Electronics,Wireless Earbuds,Returning,Online,2,50.01,0.0,21.84,100.02,0,Thursday,False
100223,2024-01-25,East,Home & Kitchen,Air Fryer,New,In-Store,4,78.49,0.0,46.13,313.96,0,Thursday,False
100224,2024-01-26,North,Apparel,Jacket,New,In-Store,2,103.52,0.0,38.84,207.04,0,Friday,False
100225,2024-01-26,North,Electronics,Power Bank,New,Online,2,26.4,0.0,17.3,52.8,0,Friday,False
100226,2024-01-26,South,Apparel,Jacket,New,Online,3,81.27,0.15,2.61,207.24,0,Friday,False
100227,2024-01-27,East,Home & Kitchen,Air Fryer,New,In-Store,2,82.06,0.0,16.91,164.12,0,Saturday,True
100228,2024-01-27,South,Electronics,Power Bank,Loyalty,Online,1,22.02,0.0,42.53,22.02,0,Saturday,True
100229,2024-01-27,East,Electronics,Power Bank,New,Marketplace,2,24.32,0.0,39.58,48.64,0,Saturday,True
100230,2024-01-27,South,Home & Kitchen,Coffee Maker,New,Marketplace,2,50.58,0.0,20.59,101.16,0,Saturday,True
100232,2024-01-27,East,Electronics,Power Bank,New,Marketplace,2,26.45,0.0,10.24,52.9,0,Saturday,True
100233,2024-01-27,West,Home & Kitchen,Vacuum Cleaner,Loyalty,Online,1,132.7,0.0,37.54,132.7,0,Saturday,True
100234,2024-01-27,East,Home & Kitchen,Air Fryer,New,Online,4,79.28,0.0,32.84,317.12,0,Saturday,True
100235,2024-01-27,West,Home & Kitchen,Blender,Returning,Marketplace,4,53.34,0.0,14.36,213.36,0,Saturday,True
100236,2024-01-27,East,Beauty,Face Serum,Returning,In-Store,2,30.73,0.1,15.84,55.31,0,Saturday,True
100237,2024-01-28,North,Electronics,Power Bank,Returning,Online,4,26.34,0.1,48.39,94.82,0,Sunday,True
100238,2024-01-28,West,Electronics,Power Bank,Returning,Online,1,29.13,0.0,31.73,29.13,0,Sunday,True
100239,2024-01-28,North,Home & Kitchen,Coffee Maker,Returning,Online,3,60.36,0.0,4.65,181.08,0,Sunday,True
